District,Division,Area,Club Number,Club Name,Club Status,CSP,Mem. Base,Active Members,Net Growth,Goals Met,Level 1s,Level 2s,Add. Level 2s,Level 3s,"Level 4s, Path Completions, or DTM Awards","Add. Level 4s, Path Completions, or DTM award",New Members,Add. New Members,Off. Trained Round 1,Off. Trained Round 2,Mem. dues on time Oct,Mem. dues on time Apr,Off. List On Time,Club Distinguished Status,New,Late Ren.,Oct. Ren.,Apr. Ren.,Total Ren.,Total Chart,Total to Date,Distinguished Status,Charter Date/Suspend Date,October Renewals,April Renewals,Nov Visit award,May Visit award,Membership to date,Club Goals Met,Distinguished Club,Area Club Base,Area Paid Club Goal for Dist.,Area Paid Club Goal for Select Dist.,Area Paid Club Goal for Pres. Dist.,Total Paid Area Clubs,Area Dist. Club Goal for Dist.,Area Dist. Club Goal for Select Dist.,Area Dist. Club Goal for Pres. Dist.,Total Dist. Area Clubs,Distinguished Area,Division Club Base,Division Paid Club Goal for Dist.,Division Paid Club Goal for Select Dist.,Division Paid Club Goal for Pres. Dist.,Total Paid Division Clubs,Division Dist. Club Goal for Dist.,Division Dist. Club Goal for Select Dist.,Division Dist. Club Goal for Pres. Dist.,Total Dist. Division Clubs,Distinguished Division,Charter Date/Suspend Date_div
121,C,02,9639.0,Mecon Communication Club,Active,Y,39.0,39.0,0.0,10.0,7.0,2.0,4.0,2.0,1.0,1.0,4.0,22.0,7.0,7.0,1.0,1.0,2.0,M,26.0,0.0,26.0,33.0,59.0,0.0,85.0,M,,1.0,1.0,1.0,1.0,39.0,10.0,M,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,02,4329635.0,Tarento India Toastmasters Club,Active,Y,22.0,17.0,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,7.0,1.0,1.0,2.0,,7.0,0.0,14.0,12.0,26.0,0.0,33.0,,,1.0,1.0,1.0,1.0,17.0,3.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,02,6584495.0,The Impressions,Suspended,Y,8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,, Susp 03/31/26
121,C,02,28675687.0,"School of Commerce, Jain University Toastmasters",Active,Y,16.0,16.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,9.0,7.0,5.0,0.0,1.0,1.0,,13.0,0.0,7.0,12.0,19.0,0.0,32.0,,,1.0,1.0,1.0,1.0,16.0,5.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,03,2188958.0,Koramangala Toastmasters Club,Active,Y,46.0,46.0,0.0,10.0,11.0,2.0,6.0,4.0,1.0,7.0,4.0,28.0,7.0,6.0,1.0,1.0,2.0,M,32.0,0.0,39.0,39.0,78.0,0.0,110.0,M,,1.0,1.0,1.0,1.0,46.0,10.0,M,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,03,6636162.0,BTM Toastmasters Club,Active,Y,30.0,29.0,-1.0,10.0,6.0,2.0,5.0,2.0,1.0,2.0,4.0,15.0,4.0,7.0,1.0,1.0,2.0,M,19.0,0.0,20.0,19.0,39.0,0.0,58.0,M,,1.0,1.0,1.0,1.0,29.0,10.0,M,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,03,6636175.0,Clinisys Toastmasters Club,Active,Y,10.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,1.0,1.0,1.0,,14.0,0.0,5.0,6.0,11.0,0.0,25.0,,,1.0,1.0,1.0,1.0,13.0,3.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,03,28676357.0,Ascend Trailblazers Toastmasters Club,Suspended,Y,33.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,, Susp 03/31/26
121,C,03,28678910.0,Furlenco Toastmasters Club,Active,Y,29.0,14.0,-15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,0.0,0.0,1.0,,5.0,0.0,11.0,11.0,22.0,0.0,27.0,,,1.0,1.0,1.0,1.0,14.0,2.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,03,28680500.0,eGov Toastmasters Club,Active,Y,20.0,30.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,30.0,30.0,,Charter 06/30/26,0.0,0.0,0.0,0.0,30.0,1.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,Charter 06/30/26
121,C,04,4410336.0,Dhwani Toastmasters,Active,Y,32.0,33.0,1.0,9.0,4.0,2.0,2.0,0.0,1.0,2.0,4.0,21.0,7.0,7.0,1.0,1.0,2.0,P,25.0,0.0,26.0,23.0,49.0,0.0,74.0,P,,1.0,1.0,1.0,1.0,33.0,9.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,04,7502654.0,Transcend Toastmasters Club,Active,Y,20.0,23.0,3.0,10.0,8.0,2.0,3.0,6.0,1.0,6.0,4.0,7.0,7.0,7.0,1.0,1.0,2.0,P,11.0,0.0,12.0,23.0,35.0,0.0,46.0,P,,1.0,1.0,1.0,1.0,23.0,10.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,04,7856506.0,Transcend Toastmasters Club - 2,Active,Y,20.0,23.0,3.0,9.0,5.0,2.0,0.0,2.0,1.0,3.0,4.0,9.0,7.0,7.0,1.0,1.0,1.0,P,13.0,0.0,10.0,23.0,33.0,0.0,46.0,P,,1.0,1.0,1.0,1.0,23.0,9.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,C,04,7962666.0,Transcend Toastmasters Club 3,Active,Y,20.0,21.0,1.0,10.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,5.0,7.0,7.0,1.0,1.0,2.0,P,9.0,0.0,14.0,21.0,35.0,0.0,44.0,P,,1.0,1.0,1.0,1.0,21.0,10.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,15.0,8.0,9.0,10.0,8.0,,
121,D,01,3984104.0,Calicut Toastmasters,Active,Y,22.0,25.0,3.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,14.0,6.0,6.0,1.0,1.0,1.0,M,18.0,0.0,19.0,19.0,38.0,0.0,56.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,01,6750919.0,Kannur Toastmasters Club,Active,Y,10.0,10.0,0.0,8.0,4.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,,5.0,0.0,9.0,7.0,16.0,0.0,21.0,,,1.0,1.0,1.0,1.0,10.0,8.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,01,28675444.0,Advanced Debate Club,Active,Y,11.0,10.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,,2.0,0.0,8.0,10.0,18.0,0.0,20.0,,,1.0,1.0,1.0,1.0,10.0,2.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,01,28676179.0,Malabar Toastmasters Club,Active,Y,23.0,25.0,2.0,10.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,13.0,7.0,7.0,1.0,1.0,1.0,M,17.0,1.0,18.0,15.0,34.0,0.0,51.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,02,1872178.0,Toastmasters Club Of Thrissur,Active,Y,22.0,25.0,3.0,10.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,13.0,5.0,4.0,1.0,1.0,1.0,M,17.0,0.0,20.0,17.0,37.0,0.0,54.0,M,,1.0,1.0,1.0,0.0,25.0,10.0,M,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,02,5915386.0,Enterprising Toastmasters of Palakkad,Active,Y,27.0,27.0,0.0,10.0,5.0,2.0,4.0,3.0,1.0,7.0,4.0,10.0,6.0,5.0,1.0,1.0,1.0,M,14.0,0.0,23.0,19.0,42.0,0.0,56.0,M,,1.0,1.0,1.0,0.0,27.0,10.0,M,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,02,7173481.0,Perinthalmanna Toastmasters Club,Ineligible,Y,12.0,0.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,,0.0,0.0,12.0,0.0,12.0,0.0,12.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,02,28676579.0,Kasaragod Toastmasters Club,Active,N,11.0,8.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,,10.0,0.0,4.0,3.0,7.0,0.0,17.0,,,1.0,1.0,1.0,0.0,8.0,2.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,02,28678457.0,Ayur Path Toastmasters Club,Suspended,Y,23.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,, Susp 03/31/26
121,D,03,4327554.0,Orators Toastmasters,Active,Y,9.0,11.0,2.0,8.0,4.0,2.0,0.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,,6.0,0.0,8.0,10.0,18.0,0.0,24.0,,,1.0,1.0,1.0,1.0,11.0,8.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,03,7814695.0,Thrissur Malayalam Toastmasters,Active,Y,15.0,9.0,-6.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,7.0,6.0,1.0,1.0,1.0,,2.0,0.0,9.0,8.0,17.0,0.0,19.0,,,1.0,1.0,1.0,1.0,9.0,4.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,03,7902228.0,ME Kerala Toastmasters Club,Active,Y,20.0,11.0,-9.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,4.0,1.0,1.0,1.0,,1.0,0.0,15.0,11.0,26.0,0.0,27.0,,,1.0,1.0,1.0,1.0,11.0,5.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,03,28675709.0,Sahrdaya Toastmasters Club,Ineligible,N,20.0,0.0,-20.0,5.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,7.0,5.0,1.0,0.0,1.0,,3.0,0.0,7.0,0.0,7.0,0.0,10.0,,,1.0,0.0,1.0,1.0,0.0,5.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,04,1207477.0,EKM Toastmasters,Active,Y,25.0,21.0,-4.0,9.0,5.0,2.0,0.0,2.0,1.0,2.0,4.0,6.0,6.0,6.0,1.0,1.0,1.0,P,10.0,0.0,19.0,17.0,36.0,0.0,46.0,P,,1.0,1.0,1.0,1.0,21.0,9.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,04,7397586.0,Black Gold Toastmasters,Active,Y,20.0,20.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,7.0,0.0,0.0,2.0,,6.0,0.0,16.0,18.0,34.0,0.0,40.0,,,1.0,1.0,1.0,1.0,20.0,2.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,04,7854448.0,Heritage Toastmasters,Active,Y,11.0,8.0,-3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,,2.0,0.0,7.0,7.0,14.0,0.0,16.0,,,1.0,1.0,1.0,1.0,8.0,1.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,04,7877475.0,Cask Orators,Active,Y,19.0,25.0,6.0,10.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,18.0,7.0,7.0,1.0,1.0,1.0,M,22.0,0.0,21.0,24.0,45.0,0.0,67.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,05,7527118.0,Lead Orators Toastmasters,Suspended,N,8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,, Susp 03/31/26
121,D,05,7657832.0,Bioingredia Toastmasters Club,Active,N,8.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,1.0,1.0,,11.0,0.0,3.0,11.0,14.0,0.0,25.0,,,1.0,1.0,1.0,0.0,11.0,3.0,,4.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,,
121,D,05,7847626.0,Lead Champions Toastmasters Club,Suspended,Y,11.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,3.0,0.0,3.0,0.0,3.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,, Susp 03/31/26
121,D,05,7847628.0,LEAD THE WORLD TOASTMASTERS CLUB,Suspended,Y,8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,3.0,0.0,3.0,0.0,3.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,0.0,,21.0,21.0,22.0,23.0,15.0,10.0,11.0,12.0,6.0,, Susp 03/31/26
121,E,01,3859695.0,IBC Titans Toastmasters Club,Active,Y,13.0,9.0,-4.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,7.0,4.0,0.0,0.0,2.0,,7.0,0.0,9.0,5.0,14.0,0.0,21.0,,,1.0,1.0,1.0,1.0,9.0,4.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,01,4113936.0,Infinera Toastmasters,Active,Y,20.0,22.0,2.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,1.0,1.0,1.0,S,6.0,0.0,20.0,22.0,42.0,0.0,48.0,S,,1.0,1.0,1.0,1.0,22.0,8.0,S,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,01,28676711.0,Melange Toastmasters Club,Active,Y,11.0,8.0,-3.0,5.0,2.0,1.0,0.0,3.0,1.0,4.0,2.0,0.0,7.0,7.0,1.0,1.0,2.0,,2.0,0.0,11.0,8.0,19.0,0.0,21.0,,,1.0,1.0,1.0,1.0,8.0,5.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,01,28676900.0,Acuity Toastmasters Open Mic,Active,Y,37.0,31.0,-6.0,10.0,6.0,2.0,3.0,3.0,1.0,3.0,4.0,25.0,7.0,6.0,1.0,1.0,2.0,M,29.0,0.0,16.0,19.0,35.0,0.0,64.0,M,,1.0,1.0,1.0,1.0,31.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,02,5412566.0,RIPPLERS,Active,Y,23.0,35.0,12.0,10.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,31.0,7.0,4.0,1.0,1.0,2.0,M,35.0,0.0,23.0,21.0,44.0,0.0,79.0,M,,1.0,1.0,1.0,1.0,35.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,02,6427472.0,Lead India Speakers Club,Active,Y,17.0,22.0,5.0,10.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,15.0,6.0,6.0,1.0,1.0,2.0,P,19.0,0.0,12.0,13.0,25.0,0.0,44.0,P,,1.0,1.0,1.0,1.0,22.0,10.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,02,7711039.0,Words Worth Toastmasters,Active,Y,39.0,35.0,-4.0,10.0,7.0,2.0,6.0,5.0,1.0,3.0,4.0,10.0,7.0,7.0,1.0,1.0,2.0,M,14.0,0.0,31.0,34.0,65.0,0.0,79.0,M,,1.0,1.0,1.0,1.0,35.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,02,28676701.0,Evolve Toastmasters,Active,Y,32.0,33.0,1.0,10.0,7.0,2.0,4.0,3.0,1.0,1.0,4.0,12.0,7.0,5.0,1.0,0.0,2.0,M,16.0,0.0,24.0,25.0,49.0,0.0,65.0,M,,1.0,1.0,1.0,1.0,33.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,03,2405453.0,vTalk Toastmasters Club,Active,Y,25.0,8.0,-17.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,6.0,1.0,1.0,2.0,,4.0,0.0,9.0,8.0,17.0,0.0,21.0,,,1.0,1.0,1.0,1.0,8.0,5.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,03,6831114.0,Leaders Speak,Active,Y,29.0,22.0,-7.0,9.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,12.0,7.0,5.0,1.0,1.0,2.0,P,16.0,0.0,18.0,17.0,35.0,0.0,51.0,P,,1.0,1.0,1.0,1.0,22.0,9.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,03,7460211.0,WeSpeak Toastmasters Club,Active,Y,33.0,25.0,-8.0,10.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,15.0,7.0,7.0,1.0,1.0,2.0,M,19.0,0.0,32.0,24.0,56.0,0.0,75.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,03,28678473.0,Flexera Toastmasters,Active,Y,38.0,38.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,38.0,4.0,6.0,0.0,0.0,2.0,D,42.0,0.0,19.0,15.0,34.0,0.0,76.0,D,,1.0,1.0,1.0,1.0,38.0,5.0,D,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,04,632425.0,CMS Speakers Forum Toastmasters Club,Active,Y,20.0,8.0,-12.0,6.0,3.0,2.0,2.0,3.0,1.0,7.0,3.0,0.0,7.0,7.0,0.0,0.0,2.0,,3.0,0.0,16.0,8.0,24.0,0.0,27.0,,,1.0,1.0,1.0,1.0,8.0,6.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,0.0,,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,04,725960.0,Jain Toastmasters Club,Active,Y,20.0,8.0,-12.0,7.0,3.0,2.0,4.0,7.0,1.0,9.0,4.0,0.0,7.0,7.0,0.0,0.0,2.0,,4.0,0.0,16.0,8.0,24.0,0.0,28.0,,,1.0,1.0,1.0,1.0,8.0,7.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,0.0,,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,04,726395.0,SBMJC Toastmasters Club,Active,Y,20.0,8.0,-12.0,7.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0,1.0,7.0,7.0,0.0,0.0,2.0,,5.0,0.0,15.0,8.0,23.0,0.0,28.0,,,1.0,1.0,1.0,1.0,8.0,7.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,0.0,,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,E,04,726698.0,Mahaveer Toastmasters Club,Active,Y,20.0,8.0,-12.0,7.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,7.0,7.0,0.0,0.0,2.0,,4.0,0.0,15.0,8.0,23.0,0.0,27.0,,,1.0,1.0,1.0,1.0,8.0,7.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,0.0,,16.0,16.0,17.0,18.0,16.0,8.0,8.0,9.0,9.0,Distinguished,
121,F,01,3014292.0,TAPMI Toastmasters,Active,Y,15.0,8.0,-7.0,10.0,9.0,2.0,4.0,9.0,1.0,13.0,4.0,6.0,5.0,4.0,1.0,0.0,1.0,,10.0,0.0,10.0,8.0,18.0,0.0,28.0,,,1.0,1.0,1.0,1.0,8.0,10.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,01,3900632.0,Manipal-Udupi Toastmasters Club,Active,Y,10.0,20.0,10.0,7.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,9.0,5.0,4.0,1.0,1.0,1.0,S,13.0,0.0,9.0,10.0,19.0,0.0,32.0,S,,1.0,1.0,1.0,1.0,20.0,7.0,S,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,01,6843977.0,MAHE Toastmasters Club,Active,Y,25.0,30.0,5.0,10.0,13.0,2.0,6.0,4.0,1.0,4.0,4.0,17.0,7.0,7.0,1.0,1.0,2.0,M,21.0,0.0,25.0,26.0,51.0,0.0,72.0,M,,1.0,1.0,1.0,1.0,30.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,01,28676491.0,Udupi Toastmasters Club,Active,Y,29.0,17.0,-12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,5.0,1.0,1.0,1.0,,14.0,0.0,12.0,9.0,21.0,0.0,35.0,,,1.0,1.0,1.0,1.0,17.0,4.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
