"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"121","H","02","05342790","Tripunithura Toastmasters","1","1","1","0","8","2","","5","5","5","6","4","3","4","4","3","","24","24","25","26","19","11","12","14","11","",""
"121","H","02","28677516","V Guard Toastmasters Club","0","0","1","0","0","0","","5","5","5","6","4","3","4","4","3","","24","24","25","26","19","11","12","14","11",""," Susp 03/31/26"
"121","H","02","28678681","IBS Software Cochin Toastmasters","1","1","1","0","21","8","S","5","5","5","6","4","3","4","4","3","","24","24","25","26","19","11","12","14","11","",""
"121","H","03","03903550","Smartcity Toastmasters","1","1","1","1","8","2","","5","5","5","6","4","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","03","04270664","Hubbell India Cochin","1","0","1","1","0","1","","5","5","5","6","4","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","03","05025457","Advanced Toastmasters of Kerala","1","1","1","1","28","10","M","5","5","5","6","4","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","03","07772212","Wipro Kochi Toastmasters Club","1","1","1","1","14","9","","5","5","5","6","4","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","03","28678592","Orion Orators","1","1","1","1","36","5","D","5","5","5","6","4","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","04","06048274","Mathrumalayalam Toastmasters Club","1","1","1","1","18","7","","4","4","4","5","4","2","3","3","2","Distinguished","24","24","25","26","19","11","12","14","11","",""
"121","H","04","07632625","Kottayam Toastmasters Club","1","1","1","1","15","6","","4","4","4","5","4","2","3","3","2","Distinguished","24","24","25","26","19","11","12","14","11","",""
"121","H","04","07904546","Eloquent Champs Toastmasters Club","1","1","1","1","15","5","D","4","4","4","5","4","2","3","3","2","Distinguished","24","24","25","26","19","11","12","14","11","",""
"121","H","04","28677133","Thodupuzha Toastmasters Club","1","1","1","1","14","7","D","4","4","4","5","4","2","3","3","2","Distinguished","24","24","25","26","19","11","12","14","11","",""
"121","H","05","01522721","Kerala Toastmasters","1","0","1","1","0","1","","5","5","5","6","3","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","05","01593046","Chartered Toast Masters","1","1","1","1","17","4","","5","5","5","6","3","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","05","01669119","Refinian Toastmasters Club","1","0","1","1","4","2","","5","5","5","6","3","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","05","07679326","Litmus7 Kochi Toastmasters Club","1","1","1","1","21","7","S","5","5","5","6","3","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","H","05","07980410","Queen City Toastmasters","1","1","1","1","20","8","S","5","5","5","6","3","3","4","4","2","","24","24","25","26","19","11","12","14","11","",""
"121","I","01","00009688","Infosys Toastmasters, Bangalore","1","1","1","1","25","10","M","4","4","4","5","4","2","3","3","3","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","01","02104976","SIBM Bengaluru Toastmasters Club","0","0","1","1","0","0","","4","4","4","5","4","2","3","3","3","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished"," Susp 03/31/26"
"121","I","01","07641558","Toast and Tales Toastmasters Club","1","1","1","1","26","10","M","4","4","4","5","4","2","3","3","3","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","01","28677529","HPE Element Toastmasters","1","1","1","1","45","10","M","4","4","4","5","4","2","3","3","3","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","01","28679397","TechM Bengaluru Toastmasters Club","0","1","1","1","9","3","","4","4","4","5","4","2","3","3","3","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished","Charter 10/21/25"
"121","I","02","03674956","CGI Elite Speakers Forum","1","1","1","1","20","6","D","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","02","04304110","Siemens Bangalore Toastmasters Club","1","1","1","1","23","9","P","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","02","05185978","Electronics City Toastmasters Club","1","1","1","1","44","10","M","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","02","06920786","Merck Toastmasters Club","0","0","1","1","5","1","","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished"," Susp 03/31/26"
"121","I","02","28678701","Tavant Speakers Club","1","1","1","1","20","5","D","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","02","28679581","Movius Toastmasters Club","0","1","0","1","24","2","","5","5","5","6","5","3","4","4","4","Select Distinguished","17","17","18","19","17","8","9","10","11","Distinguished","Charter 12/11/25"
"121","I","03","04958536","DB Bangalore Toastmasters Club","1","1","1","1","8","5","","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","03","05843852","HSR Toastmasters Club","1","1","1","1","48","10","M","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","03","28675609","Greenage Toastmasters Club","1","1","1","1","24","8","S","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","03","28677107","Ascent Toastmasters Club","1","1","1","1","11","4","","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","04","03283460","Wipro BEATS","1","1","1","1","16","9","","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","04","07586759","MOOG Flyers","1","1","1","1","29","5","D","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","04","28677664","Tessolve Toastmasters Club","1","1","1","1","12","3","","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
"121","I","04","28678026","Brighthearts Toastmasters","1","1","1","1","41","10","M","4","4","4","5","4","2","3","3","2","Distinguished","17","17","18","19","17","8","9","10","11","Distinguished",""
Month of Jun, As of 07/10/2026
