Club Number,District,Division,Area,Club Name,Club Status,Base Membership,Active Membership,Goals Met,Distinguished Status,Total New Members,September Renewals,September Renewals %,September Renewal Status,March Renewals,March Renewals %,March Renewal Status,Total Payments,July,August,September,October,November,December,January,February,March,April,May,June,Smedley Award Eligibility,Smedley Award Goal,Talk Up Eligibility,Talk Up Goal,Beat the Clock Eligibility,Beat the Clock Goal
7856512,121,F,05,St Aloysius Toastmasters Club,Active,20.0,13.0,10.0,-,11.0,21.0,1.05,Active,12.0,0.6,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678100,121,F,05,Coastal Divas Toastmasters Club,Active,21.0,20.0,7.0,Yes,8.0,15.0,0.7143,Active,12.0,0.5714,Active,35.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679902,121,F,05,EG India Toastmasters Club,Active,45.0,45.0,1.0,-,0.0,0.0,0.0,Renewals not here,45.0,1.0,Active,90.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2389985,121,G,01,Trivandrum Toastmasters,Active,31.0,29.0,10.0,Yes,22.0,28.0,0.9032,Active,22.0,0.7097,Active,72.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677100,121,G,01,SADA India Toastmasters Club,Active,23.0,12.0,7.0,-,10.0,4.0,0.1739,Active,9.0,0.3913,Active,23.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677544,121,G,01,Neyyar Toastmasters Club,Active,16.0,8.0,8.0,-,4.0,10.0,0.625,Active,4.0,0.25,Active,18.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678049,121,G,01,TCS Maitree Trivandrum Toastmasters,Active,9.0,8.0,3.0,-,4.0,7.0,0.7778,Active,6.0,0.6667,Active,17.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679400,121,G,01,RRD Trivandrum Toastmasters Club,Active,20.0,21.0,5.0,Yes,4.0,0.0,0.0,Renewals not here,17.0,0.85,Active,41.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7291065,121,G,02,H&R Block Toastmasters,Active,29.0,37.0,10.0,Yes,16.0,33.0,1.1379,Active,34.0,1.1724,Active,83.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7844793,121,G,02,Technopark Toastmasters,Active,29.0,26.0,10.0,Yes,20.0,24.0,0.8276,Active,21.0,0.7241,Active,65.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675833,121,G,02,DCSMAT TRIVANDRUM Toastmasters,Active,17.0,8.0,4.0,-,8.0,8.0,0.4706,Active,3.0,0.1765,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677502,121,G,02,Allianz Services Toastmasters Club,Active,63.0,44.0,7.0,Yes,26.0,38.0,0.6032,Active,18.0,0.2857,Active,82.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679587,121,G,02,The Toastmasters' Travelogue,Active,20.0,24.0,5.0,Yes,4.0,0.0,0.0,Renewals not here,19.0,0.95,Active,43.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7843793,121,G,03,Ananthapuri Toastmasters,Active,20.0,22.0,7.0,Yes,9.0,21.0,1.05,Active,18.0,0.9,Active,48.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7998505,121,G,03,PMI Kerala Chapter Toastmasters Club,Active,20.0,11.0,5.0,-,4.0,12.0,0.6,Active,9.0,0.45,Active,25.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677285,121,G,03,SmarTalk Toastmasters,Active,24.0,20.0,10.0,Yes,15.0,18.0,0.75,Active,16.0,0.6667,Active,49.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678096,121,G,03,Toastmasters of Trinfy,Active,26.0,20.0,9.0,Yes,7.0,17.0,0.6538,Active,17.0,0.6538,Active,41.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5044336,121,G,04,The Quilon Toastmasters,Active,21.0,22.0,10.0,Yes,12.0,16.0,0.7619,Active,20.0,0.9524,Active,48.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5455119,121,G,04,Centennial Orators,Active,12.0,17.0,10.0,Yes,13.0,11.0,0.9167,Active,9.0,0.75,Active,33.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675854,121,G,04,SparkleV Toastmasters,Active,20.0,11.0,5.0,-,0.0,15.0,0.75,Active,11.0,0.55,Active,26.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677130,121,G,04,Amrita Amritapuri Toastmasters Club,Active,12.0,28.0,10.0,Yes,26.0,16.0,1.3333,Active,15.0,1.25,Active,57.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28680203,121,G,04,Allianz Technology Toastmasters Club Trivandrum,Active,25.0,25.0,1.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,25.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
691074,121,H,01,Kochi Club,Active,52.0,51.0,10.0,Yes,24.0,50.0,0.9615,Active,45.0,0.8654,Active,119.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1418339,121,H,01,Assisi Toastmasters,Active,20.0,20.0,9.0,Yes,5.0,16.0,0.8,Active,16.0,0.8,Active,37.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4936848,121,H,01,Special Zone Toastmasters,Active,16.0,13.0,5.0,-,1.0,13.0,0.8125,Active,12.0,0.75,Active,26.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5409237,121,H,01,Spicy Toastmasters,Active,19.0,12.0,1.0,-,1.0,17.0,0.8947,Active,11.0,0.5789,Active,29.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675794,121,H,01,Toastmasters of MITS,Suspended,11.0,0.0,2.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1376605,121,H,02,Travancore Toastmasters Club,Active,25.0,25.0,10.0,Yes,9.0,27.0,1.08,Active,24.0,0.96,Active,60.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1379339,121,H,02,TCS Maitree Toastmasters Club: Kochi,Active,20.0,20.0,10.0,Yes,17.0,14.0,0.7,Active,11.0,0.55,Active,42.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5342790,121,H,02,Tripunithura Toastmasters,Active,11.0,8.0,2.0,-,4.0,8.0,0.7273,Active,7.0,0.6364,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677516,121,H,02,V Guard Toastmasters Club,Suspended,11.0,0.0,0.0,-,0.0,2.0,0.1818,Ineligible,0.0,0.0,Renewals not here,2.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678681,121,H,02,IBS Software Cochin Toastmasters,Active,49.0,21.0,8.0,Yes,8.0,30.0,0.6122,Active,21.0,0.4286,Active,59.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3903550,121,H,03,Smartcity Toastmasters,Active,8.0,8.0,2.0,-,1.0,7.0,0.875,Active,8.0,1.0,Active,16.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4270664,121,H,03,Hubbell India Cochin,Ineligible,20.0,0.0,1.0,-,0.0,20.0,1.0,Active,0.0,0.0,Renewals not here,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5025457,121,H,03,Advanced Toastmasters of Kerala,Active,28.0,28.0,10.0,Yes,13.0,25.0,0.8929,Active,25.0,0.8929,Active,63.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7772212,121,H,03,Wipro Kochi Toastmasters Club,Active,15.0,14.0,9.0,-,5.0,17.0,1.1333,Active,14.0,0.9333,Active,36.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678592,121,H,03,Orion Orators,Active,23.0,36.0,5.0,Yes,35.0,12.0,0.5217,Active,14.0,0.6087,Active,61.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6048274,121,H,04,Mathrumalayalam Toastmasters Club,Active,20.0,18.0,7.0,-,6.0,16.0,0.8,Active,18.0,0.9,Active,40.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7632625,121,H,04,Kottayam Toastmasters Club,Active,14.0,15.0,6.0,-,8.0,13.0,0.9286,Active,10.0,0.7143,Active,31.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7904546,121,H,04,Eloquent Champs Toastmasters Club,Active,12.0,15.0,5.0,Yes,7.0,11.0,0.9167,Active,11.0,0.9167,Active,29.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677133,121,H,04,Thodupuzha Toastmasters Club,Active,11.0,14.0,7.0,Yes,7.0,8.0,0.7273,Active,8.0,0.7273,Active,23.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1522721,121,H,05,Kerala Toastmasters,Ineligible,8.0,0.0,1.0,-,6.0,3.0,0.375,Active,0.0,0.0,Renewals not here,9.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1593046,121,H,05,Chartered Toast Masters,Active,21.0,17.0,4.0,-,8.0,12.0,0.5714,Active,11.0,0.5238,Active,31.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1669119,121,H,05,Refinian Toastmasters Club,Low,8.0,4.0,2.0,-,7.0,9.0,1.125,Active,4.0,0.5,Low,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7679326,121,H,05,Litmus7 Kochi Toastmasters Club,Active,23.0,21.0,7.0,Yes,14.0,13.0,0.5652,Active,12.0,0.5217,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7980410,121,H,05,Queen City Toastmasters,Active,20.0,20.0,8.0,Yes,9.0,19.0,0.95,Active,16.0,0.8,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
9688,121,I,01,"Infosys Toastmasters, Bangalore",Active,21.0,25.0,10.0,Yes,30.0,10.0,0.4762,Active,14.0,0.6667,Active,54.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2104976,121,I,01,SIBM Bengaluru Toastmasters Club,Suspended,16.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7641558,121,I,01,Toast and Tales Toastmasters Club,Active,27.0,26.0,10.0,Yes,20.0,23.0,0.8519,Active,18.0,0.6667,Active,61.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677529,121,I,01,HPE Element Toastmasters,Active,32.0,45.0,10.0,Yes,37.0,23.0,0.7188,Active,31.0,0.9688,Active,91.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679397,121,I,01,TechM Bengaluru Toastmasters Club,Active,20.0,9.0,3.0,-,3.0,0.0,0.0,Renewals not here,8.0,0.4,Active,29.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3674956,121,I,02,CGI Elite Speakers Forum,Active,24.0,20.0,6.0,Yes,21.0,15.0,0.625,Active,16.0,0.6667,Active,52.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4304110,121,I,02,Siemens Bangalore Toastmasters Club,Active,23.0,23.0,9.0,Yes,16.0,20.0,0.8696,Active,17.0,0.7391,Active,53.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5185978,121,I,02,Electronics City Toastmasters Club,Active,31.0,44.0,10.0,Yes,20.0,33.0,1.0645,Active,42.0,1.3548,Active,95.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6920786,121,I,02,Merck Toastmasters Club,Suspended,8.0,5.0,1.0,-,5.0,3.0,0.375,Active,4.0,0.5,Low,12.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678701,121,I,02,Tavant Speakers Club,Active,30.0,20.0,5.0,Yes,12.0,21.0,0.7,Active,12.0,0.4,Active,45.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679581,121,I,02,Movius Toastmasters Club,Active,24.0,24.0,2.0,-,0.0,0.0,0.0,Renewals not here,24.0,1.0,Active,48.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4958536,121,I,03,DB Bangalore Toastmasters Club,Active,8.0,8.0,5.0,-,6.0,11.0,1.375,Active,7.0,0.875,Active,24.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5843852,121,I,03,HSR Toastmasters Club,Active,50.0,48.0,10.0,Yes,18.0,46.0,0.92,Active,43.0,0.86,Active,107.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675609,121,I,03,Greenage Toastmasters Club,Active,25.0,24.0,8.0,Yes,10.0,21.0,0.84,Active,20.0,0.8,Active,51.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677107,121,I,03,Ascent Toastmasters Club,Active,13.0,11.0,4.0,-,8.0,3.0,0.2308,Active,9.0,0.6923,Active,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3283460,121,I,04,Wipro BEATS,Active,20.0,16.0,9.0,-,11.0,16.0,0.8,Active,12.0,0.6,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7586759,121,I,04,MOOG Flyers,Active,26.0,29.0,5.0,Yes,12.0,25.0,0.9615,Active,27.0,1.0385,Active,64.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677664,121,I,04,Tessolve Toastmasters Club,Active,11.0,12.0,3.0,-,7.0,9.0,0.8182,Active,12.0,1.0909,Active,28.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678026,121,I,04,Brighthearts Toastmasters,Active,39.0,41.0,10.0,Yes,26.0,41.0,1.0513,Active,32.0,0.8205,Active,99.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
